Название,ID,Детальная картинка,Детальное описание,Минимальная цена,Рейтинг
"Стартер AZF 4581 MAHLE (11.131.316) ЯМЗ 238,238,240 Евро-2,3 24В, 5,5кВт",14938,,"Стартер AZF 4581 MAHLE (11.131.316) ЯМЗ 238,238,240 Евро-2,3 24В, 5,5кВт",16100,3.3
"Стартер редукторный AZF4554 (аналог 11.131.150) для а/м Камского автозавода с двиг. 740.50-360, 740.51-320, 740.30-260 (MAHLE)",14939,,"Стартер редукторный AZF 4554 (аналог 11.131.150) для а/м Камского автозавода с двиг. 740.50-360, 740.51-320, 740.30-260 (MAHLE)",17020,3.3
"Стартер 9172 780 Р (АТЭ)'двиг. ММЗ: Д-243, Д-245 и модиф. (редукторный 24В, 3,5кВт)",14943,,"Стартер 9172 780 Р (АТЭ)'двиг. ММЗ: Д-243, Д-245 и модиф. (редукторный 24В, 3,5кВт)",4898,3.3
"Стартер 9172 780 (АВТОМАГНАТ)'двиг. ММЗ: Д-243, Д-245 и модиф. (редукторный 24В, 3,5кВт)",14944,,"Стартер 9172 780 (АВТОМАГНАТ)'двиг. ММЗ: Д-243, Д-245 и модиф. (редукторный 24В, 3,5кВт) 4800",5400,
"Стартер 9142 780 Р (АТЭ)'двиг. ММЗ: Д-243, Д-245 и модиф. (редукторный 12В, 2,7кВт)",14945,,"Стартер 9142 780 Р (АТЭ)'двиг. ММЗ: Д-243, Д-245 и модиф. (редукторный 12В, 2,7кВт)",4775,3.3
"Стартер 9142 780 (АВТОМАГНАТ)'двиг. ММЗ: Д-243, Д-245 и модиф. (редукторный 12В, 2,7кВт)",14946,,"Стартер 9142 780 (АВТОМАГНАТ)'двиг. ММЗ: Д-243, Д-245 и модиф. (редукторный 12В, 2,7кВт) 4700",5210,
Стартер 9172 780 24В 'Магнетон',14947,,Стартер 9172 780 24В 'Магнетон',9410,
"Стартер 6441.3708000-04 Трактора МТЗ, ГАЗ, ПАЗ с дв.Д-243,245 (12В/3кВт)",14948,,"Стартер 6441.3708000-04 Трактора МТЗ, ГАЗ, ПАЗ с дв.Д-243,245 (12В/3кВт)",8420,
"Стартер 6432.3708 -04 ЗИЛ, ПАЗ, ГАЗ с дв.ММЗ Д-243, 245, 246 (24В/4кВт)",14949,,"Стартер 6432.3708 -04 ЗИЛ, ПАЗ, ГАЗ с дв.ММЗ Д-243, 245, 246 (24В/4кВт)",8420,
"Стартер 6012.3708000 дв.406,405 редуктор PLGR (АТЭ-1)",14950,,"Стартер 6012.3708000 дв.406,405 редуктор PLGR (АТЭ-1) (3421,00)",3360,
Стартер 6002.3708000 дв.402 редуктор PLGR (АТЭ-1),14951,,Стартер 6002.3708000 дв.402 редуктор PLGR (АТЭ-1) 2 кВТ,3360,
"Стартер 5742.3708 ( АТЭ) УАЗ, ГАЗ (406) ПРАМО",14952,,"Стартер 5742.3708 ( АТЭ) УАЗ, ГАЗ (406) ПРАМО 1,7 кВт редукторный",2879,3.3
"Стартер 5732.3708 ( АТЭ) УАЗ, ГАЗ (402) ПРАМО",14953,,"Стартер 5732.3708 ( АТЭ) УАЗ, ГАЗ (402) ПРАМО 1,7 Квт редукторный",2879,3.3
"Стартер 5732.3708 АВТОМАГНАТ УАЗ, ГАЗ (402)",14954,,"Стартер 5732.3708 УАЗ, ГАЗ (402) АВТОМАГНАТ 1,7 Квт редукторный",3240,
"Стартер 5268413 (АТЭ-1) ПАЗ с двиг.CUMMINS ISF 3.8 (24В, 3,6кВт)",14955,,"Стартер 5268413 (АТЭ-1) ПАЗ с двиг.CUMMINS ISF 3.8 (24В, 3,6кВт)",7470,
"Стартер 5266969 (АТЭ-1) ГАЗ-3302 'Бизнес' с двиг.CUMMINS ISF2.8 (12В, 2,5кВт)",14956,,"Стартер 5266969 (АТЭ-1) ГАЗ-3302 'Бизнес' с двиг.CUMMINS ISF2.8 (12В, 2,5кВт)",6500,
"Стартер 2551.3708.000 БелАЗ, КЗКТ, МЗКТ, трактора ЧЗПТ, с двиг. ЯМЗ 8401.10, 846, 847, 850",14957,,"Стартер 2551.3708.000 БелАЗ, КЗКТ, МЗКТ, трактора ЧЗПТ, с двиг. ЯМЗ 8401.10, 846, 847, 850",20544,3.3
"Стартер 2501.3708-31 а/м Камского автозавода с двиг. 740.50-360, 740.51-320 (Прамо)",14958,,"Стартер 2501.3708-31 а/м Камского автозавода с двиг. 740.50-360, 740.51-320 (Прамо)",18900,
Стартер 2402.3708 12 V Д-243 Д-245 Д-260,14959,,Стартер 2402.3708 12 V Д-243 Д-245 Д-260,5410,
"Стартер 2110.3708 РLGR (АТЭ-1)9 зуб ВАЗ 2110 и мод., ВАЗ 1118, Приора. (ред.,1,4 кВт,закр.бенд.,2шп)",14960,,"Стартер 2110.3708 РLGR (АТЭ-1)9 зуб ВАЗ 2110 и мод., ВАЗ 1118, Приора. (ред.,1,4 кВт,закр.бенд.,2шп)",3040,
"Стартер 2108.3708 РLGR (АТЭ-1) ВАЗ-2108, 2109, 2113, 2114, 2115 и мод. (ред, 1,4 кВт,откр.бенд.,3шп)",14961,,"Стартер 2108.3708 РLGR (АТЭ-1) ВАЗ-2108, 2109, 2113, 2114, 2115 и мод. (ред, 1,4 кВт,откр.бенд.,3шп)",2761,3.3
"Стартер 2101.3708 РLGR ВАЗ 2101-07, 2121, 21214 и модиф., 2123 'Chevrolet-Niva' (редукторный,(АТЭ-1)",14962,,"Стартер 2101.3708 РLGR ВАЗ 2101-07, 2121, 21214 и модиф., 2123 'Chevrolet-Niva' (редукторный,(АТЭ-1)",2898,3.3
"Стартер 2012.3708000 (АТЭ-1) Д144 редукторный 24В, 2,8кВт)",14963,,"Стартер 2012.3708000 (АТЭ-1) Д144 редукторный 24В, 2,8кВт)",5410,
"Стартер 1852.3778.000 ЯМЗ236,238 редукт. 10 зуб (аналог 1702)",14964,,"Стартер 1852.3778.000 ЯМЗ236,238 редукт. 10 зуб (аналог 1702)",12270,
"Стартер 1832.3778000 (с храповичным приводом) а/м Камского автозавода с двиг. -740.50-360, 740.51-320 и модиф. (Евро-2, Евро-3) (Прамо)",14965,,"Аналоги: Ст142-10; AZF 4554; М9Т.9102 Применение: автомобили Камского автозавода с двигателем -740.50-360, 740.51-320 и их модификации (ЕВРО-2, Евро-3) Характеристики: Длина: 0.352 м Ширина: 0.215 м Высота: 0.162 м Вес: 10.49 кг Объем: 0.01226 кг",12760,
"Стартер 1712.3778.000 Т МАЗ, Урал, КрАЗ, МоАз, БелАЗ с двиг. ЯМЗ 236, 238, 240 и модиф. ЕВРО-3 (редукторный 24В, 7,0 кВт, с доп.реле) аналог AZF 458",14966,,"Стартер 1712.3778.000 Т МАЗ, Урал, КрАЗ, МоАз, БелАЗ с двиг. ЯМЗ 236, 238, 240 и модиф. ЕВРО-3 (редукторный 24В, 7,0 кВт, с доп.реле) аналог AZF 458",10510,
"Стартер 11.131.827 Т а/м ГАЗ Двигатели ЗМЗ 402.10, 4021.10, 4025.10 (редуктор.) ELTRA",14967,,"Стартер 11.131.827 Т 'а/м ГАЗ Двигатели ЗМЗ 402.10, 4021.10, 4025.10' (редуктор.)",4822,
"Стартер 11.131.826 Т (ГАЗ 53, ПАЗ) (редуктор.)",14968,,"Стартер 11.131.826 Т (ГАЗ 53, ПАЗ) (редуктор.)",7280,
"Стартер 11.131.730 ГАЗ, УАЗ с дв ЗМЗ 405, 406, 409 (12В/1,4кВт)ПРАМО",14969,,"Стартер 11.131.730 ГАЗ, УАЗ с дв ЗМЗ 405, 406, 409 (12В/1,4кВт)ПРАМО",5110,
Стартер 11.131.568 Т (редуктор.),14970,,Стартер 11.131.568 Т (редуктор.),6970,
"Стартер (AZD 2115) 11.131.730ТЗМЗ 405,406,409 (редукт.1,4 кВт)'",14971,,"Стартер (AZD 2115) 11.131.730ТЗМЗ 405,406,409 (редукт.1,4 кВт)'",5110,
Стартер СТ-365 12В ПД10 ручной,14972,,Стартер СТ-365 12В ПД10 ручной,1270,
Стартер СТ 362А Стартер пускового двигателя (АТЭ-1),14973,,"Технические характеристики: Напряжение, В: 12 Мощность, кВт: 0,9 Направление вращения: правое Исполнение: редукторный Число зубьев: 9 Модуль, мм: 2,5 Бренд: АТЭ-1",2868,3.2
Рычаг с щёткой 55.5205700,14974,,"Рычаг с щёткой 55.5205700 а/м ПАЗ, ЛиАЗ (пр) 1000",1150,
Рычаг со щёткой 54.5205700 (левый),14975,,Рычаг со щёткой 54.5205700 (левый),730,
Реле стартера 2501.3708.800-10 для а/м Камского автозавода (Прамо),14976,,Реле 2501.3708.800-10 Применение: автомобили Камского автозавода,2947,
Реле стартера 2501.3708.800 для двиг. ЯМЗ 10/11 зуб. (Элтра),14977,,Реле 2501.3708.800 ЯМЗ 10/11 зуб.,2947,3.2
"Привод 2502.3708.600-10Т (10 зубов) двигатели Камского автозавода, ЯМЗ (ПРАМО)",14978,,"Привод 2502.3708.600-10Т (10 зубов) двигатели Камского автозавода, ЯМЗ (ПРАМО)",2420,
Привод 2502.3708.600 Т,14979,,Привод 2502.3708.600 Т,2410,
Привод 16.911.674 (AZF4554),14980,,Привод 16.911.674 (AZF4554),1270,
Привод 16.911.869 (3381),14981,,Привод 16.911.869 (3381),1270,
Кран отопителя 3307-8101150Р,14982,,Кран отопителя 3307-8101150Р,190,
Клапан 1102.3741.000-02 топливный электромагнитный,14983,,Клапан 1102.3741.000-02 топливный электромагнитный,430,
"Генератор ТТ11273, 28В/70А (аналог Bosch 0124555005) Iveco КАВЗ-4230, ПАЗ-3237,а/м Камского автозавода -6515 с двигателем Cummins ISBe (TESLA TECHNICS)",14984,,"Генератор ТТ11273, 28В/70А (аналог Bosch 0124555005) Iveco КАВЗ-4230, ПАЗ-3237,а/м Камского автозавода -6515 с двигателем Cummins ISBe (TESLA TECHNICS)",11500,
"Генератор Г288Е 2-х ручейковый шкив (28 В/47 А) а/м Камского автозавода, КАЗ, КрАЗ (КАМТЭ)",14985,,"Генератор Г288Е 2-х ручейковый шкив (28 В/47 А) а/м Камского автозавода, КАЗ, КрАЗ (КАМТЭ)",6580,
"Генератор Г288Е (2-х ручейковый шкив) 28 В/47 А, а/м Камского автозавода, КАЗ, КрАЗ (АТЭ-1)",14986,,"Генератор Г288Е (2-х ручейковый шкив) 28 В/47 А, а/м Камского автозавода, КАЗ, КрАЗ (АТЭ-1)",6810,
"Генератор Г288А (АТЭ) 28 /47 ГАЗ 7101 с двиг. ЯМЗ 841, 842 с двиг. ЗМЗ 73",14987,,"Генератор Г288А (АТЭ) 28 /47 ГАЗ 7101 с двиг. ЯМЗ 841, 842 с двиг. ЗМЗ 73",6580,
"Генератор Г287Е 12/85 К-700,700А, 1руч. (ЗиТ)",14988,,"Генератор Г287Е 12/85 К-700,700А, 1руч. (ЗиТ)",7530,
"Генератор Г287Е 12/85 ( АТЭ ) К-700,700А, 1руч.",14989,,"Генератор Г287Е 12/85 ( АТЭ ) К-700,700А, 1руч.",6580,
Генератор Г287Д (АТЭ) Трактор К-701,14990,,Генератор Г287Д (АТЭ) Трактор К-701,6580,
Генератор Г287Б ЗИЛ-131/137 (АТЭ,14991,,Генератор Г287Б ЗИЛ-131/137 (АТЭ,6580,
"Генератор Г273-В1-3 АВТОМАГНАТ (2 руч.) 28/50, интегр. реле",14993,,"Генератор Г273-В1-3 АВТОМАГНАТ (2 руч.) 28/50, интегр. реле",3130,
"Генератор Г273-В1- 3.03 (ГАЗ-3308,3309 дв.ММЗ-245) 24/45",14994,,"Генератор Г273-В1- 3.03 (ГАЗ-3308,3309 дв.ММЗ-245) 24/45",4560,
Генератор Г273-В1 (АТЭ-1) (2 руч.),14995,,Генератор Г273-В1 (АТЭ-1) (2 руч.),3280,3.3
Генератор АТ 700.56.1 МКСМ-800. Двиг. ZETOR-52.01,14996,,Генератор АТ 700.56.1 МКСМ-800. Двиг. ZETOR-52.01,3270,
"Генератор АТ 700.09.1 14/50 СМД-18,20,22,60,62 мод",14997,,"Генератор АТ 700.09.1 14/50 СМД-18,20,22,60,62 мод",3270,
"Генератор АТ 700.08.1 14/50 МТЗ-100, Т-150КО",14998,,"Генератор АТ 700.08.1 14/50 МТЗ-100, Т-150КО",3270,
"Генератор АТ 700.04.1 14/50 МТЗ-80, 82, Т-70, 70В, 80, 90С, Т-150КС",14999,,"Генератор АТ 700.04.1 14/50 МТЗ-80, 82, Т-70, 70В, 80, 90С, Т-150КС",3270,
Генератор АТ 700.02.1 14/50 (Д 144) 2 руч.,15000,,Генератор АТ 700.02.1 14/50 (Д 144) 2 руч.,3270,
"Генератор АТ 700.01 (14В/50А), 1 ручейковый шкив, Т-4А, ЛТЗ-145",15001,,"Генератор АТ 700.01 (14В/50А), 1 ручейковый шкив, Т-4А, ЛТЗ-145",3270,
"Генератор АТ 700.00.1 14/50 МТЗ-50, 52 ЮМЗ-36Л/6М, ЛТЗ-55, 60 и их модиф. Двиг. Д-50, 65",15002,,"Генератор АТ 700.00.1 14/50 МТЗ-50, 52 ЮМЗ-36Л/6М, ЛТЗ-55, 60 и их модиф. Двиг. Д-50, 65",3270,
Генератор АТ 1400.04.1 ПРАМО 100 А,15003,,Генератор АТ 1400.04.1 ПРАМО 100 А,4240,
Генератор АТ 1150.08.1 ПРАМО,15004,,Генератор АТ 1150.08.1 ПРАМО,3800,
Генератор АТ 1150.04.1 ПРАМО 82 А,15005,,Генератор АТ 1150.04.1 ПРАМО 82 А,3800,
"Генератор АТ 1000.В.10.1 28В/36А (Т 130, Т 170,Т 10)",15006,,"Генератор АТ 1000.В.10.1 28В/36А (Т 130, Т 170,Т 10)",3910,
Генератор АТ 1000.В.08.1 28В/36А,15007,,Генератор АТ 1000.В.08.1 28В/36А,3910,
"Генератор АТ 1000.В.04.1 28/40 Д-214, 230, 240",15008,,"Генератор АТ 1000.В.04.1 28/40 Д-214, 230, 240",3910,
"Генератор АТ 1000.В.01.1 28/36 Т4, ЛТЗ-145, ДТ-75",15009,,"Генератор АТ 1000.В.01.1 28/36 Т4, ЛТЗ-145, ДТ-75",3910,
Генератор АТ 1000.05.1 14В/72 Комб. Енисей 1200,15010,,Генератор АТ 1000.05.1 14В/72 Комб. Енисей 1200,3780,
"Генератор АТ 1000.04.1 ПРАМО 14/72 МТЗ-80,82,70В,90,Т-150",15011,,"Генератор АТ 1000.04.1 ПРАМО 14/72 МТЗ-80,82,70В,90,Т-150",3780,
Генератор АТ 1000.02.1 14/72 (Д 144),15012,,Генератор АТ 1000.02.1 14/72 (Д 144),3780,
"Генератор АТ 1000.01.1 14 В/72 А, Т-4А, Т-4М, ДТ-75",15013,,"Генератор АТ 1000.01.1 14 В/72 А, Т-4А, Т-4М, ДТ-75",3780,
Генератор 9402.3701-17 АВТОМАГНАТ 14/90 ГАЗ УАЗ (1руч.) аналог 3282,15014,,Генератор 9402.3701-17 АВТОМАГНАТ 14/90 ГАЗ УАЗ (1руч.) аналог 3282,3740,
"Генератор 6582.3701000-03 автобус ЛАЗ, МАРЗ, 'Волжанин' с дв. ЯМЗ 236 а/м МАЗ, УРАЛ с двиг. ЯМЗ 236, 7511.10, 7511.10-06 МЗКТ 65151 и мод",15016,,"Генератор 6582.3701000-03 ЛАЗ, МАРЗ, 'Волжанин' с дв. ЯМЗ 236 а/м МАЗ, УРАЛ с двиг. ЯМЗ 236, 7511.",6580,
Генератор 5702.3701-31 МАЗ двиг.7511.10 (компакт),15017,,Генератор 5702.3701-31 МАЗ двиг.7511.10 (компакт) без вст. регулятора напряжения,7720,
Генератор 5702.3701-30 МАЗ двиг.7511.10,15018,,Генератор 5702.3701-30 МАЗ двиг.7511.10,9960,
"Генератор 5702.3701-20 Т (Т35, Т25 с двиг. ЯМЗ 850, ЯМЗ 8501)",15019,,"Генератор 5702.3701-20 Т (Т35, Т25 с двиг. ЯМЗ 850, ЯМЗ 8501)",9970,
Генератор 5142.3771 (ПРАМО) ВАЗ 2123 'Chevy Niva' (произв. до 09.2003г.) (14В/80А),15020,,Генератор 5142.3771 (ПРАМО) ВАЗ 2123 'Chevy Niva' (произв. до 09.2003г.) (14В/80А),4230,
"Генератор 5122.3771-50 ГАЗ, УАЗ с дв УМЗ-4216 и их мод.(14В/115А), поликлиновой шк",15021,,"Генератор 5122.3771-50 ГАЗ, УАЗ с дв УМЗ-4216 и их мод.(14В/115А), поликлиновой шк",5720,
Генератор 5122.3771-40 14/100 ISKRA ГАЗ УАЗ 4216 6РК,15022,,Генератор 5122.3771-40 14/100 ISKRA ГАЗ УАЗ 4216 6РК,4830,
"Генератор 5122.3771-30 14/120 Патриот с конд.,409.10,405.22,406.10(с кроншт.) ISKRA",15023,,"Генератор 5122.3771-30 14/120 Патриот с конд.,409.10,405.22,406.10(с кроншт.) ISKRA",5200,
"Генератор 5122.3771-20 14/100 (1 руч.) 4216 , 13мм",15024,,"Генератор 5122.3771-20 14/100 (1 руч.) 4216 , 13 мм",4500,
"Генератор 5122.3771-10 14/100 ЗМЗ-406.10,409.10,405.22,",15025,,"Генератор 5122.3771-10 14/100 ЗМЗ-406.10,409.10,405.22,",4190,
"Генератор 5102.3771-30 108-099,2110-2112,2113-2115,2170 120 А",15026,,"Генератор 5102.3771-30 108-099,2110-2112,2113-2115,2170 120 А",4800,
"Генератор 5102.3771 (ПРАМО) ВАЗ 2108-21099, 2113-2115, 2110-2112, 2170 (с инж. двиг.) (14В/80А)",15027,,"Генератор 5102.3771 (ПРАМО) ВАЗ 2108-21099, 2113-2115, 2110-2112, 2170 (с инж. двиг.) (14В/80А)",3870,
"Генератор 5101.3701-01 28В/35А (2-х руч. шкив), для а/м ГАЗ-3308, -3309, -4301, -4501 с двиг. Д-245.7",15028,,"Генератор 5101.3701-01 Параметры: Исполнение шкива: 2-х ручейковый Напряжение, В: 28 Мощность, А: 35 Применение: автомобили ГАЗ-3308, -3309, -4301, -4501 с двигателем Д-245.7",4850,
Генератор (поликлин. шкив) 4542.3771-10 а/м Камского автозавода с двигателем ЕВРО-3 (28 В/125 А) пятипиновый разъем (ПРАМО),15029,,"Генератор 4542.3771-10 (28 В/125 А), 6-ручьевой шкив, 5-ти пиновый разъем Аналог: BOSCH 0124655049 Характеристики Длина: 0.235 м Ширина: 0.19 м Высота: 0.16 м Вес: 6.87 кг Объем: 0.007144 кг Применение: автомобили Камского автозавода с двигателем ЕВРО-3, ЕВРО-4",7844,
Генератор 4532.3771 ЗИЛ 'Бычок' с двиг. Евро-3,15031,,Генератор 4532.3771 ЗИЛ 'Бычок' с двиг. Евро-3,6370,
"Генератор 4512.3771-10 Евро-4, УРАЛ с дв. ЯМЗ 236НЕ2 6565 ( пятипин.)",15032,,"Генератор 4512.3771-10 Евро-4, УРАЛ с дв. ЯМЗ 236НЕ2 6565 ( пятипин.)",7660,
Генератор 4512.3771-01 УРАЛ с двиг. ЯМЗ-536 (28В/120А) аналог Letrika AAN8172 (Прамо),15033,,Генератор 4512.3771-01 (28В/120А) Применение: автомобили УРАЛ с двигателем ЯМЗ-536 Аналоги: Letrika AAN8172 Бренд: Прамо,9350,
"Генератор 4512.3771(90А, 28В) поликлиновой шкив, для а/м МАЗ с двигателем ЯМЗ 236, 238 (ЕВРО-3) (Прамо)",15034,,"Генератор 4512.3771 Бренд: ПРАМО Применение: автомобили МАЗ с двигателем ЯМЗ-236, -238 (ЕВРО-3) Технические параметры: Мощность: 90 А Напряжение: 28 В Исполнение: поликлиновой шкив Длина: 0.225 м. Ширина: 0.19 м. Высота: 0.155 м. Вес: 6.43 кг. Объем: 0.006626 кг.",6350,
"Генератор 4502.3771 Т поликлиновой шкив (80 А) для а/м Камского автозавода с двиг. Евро-2, Евро-3",15035,,"Генератор 4502.3771 Т поликлиновой шкив (80 А) для а/м Камского автозавода с двиг. Евро-2, Евро-3",6720,
"Генератор 4242.3771-03 МАЗ с двиг. ЯМЗ 236, 238 (ЕВРО-3) с 2009 г.в ВОЛНА",15036,,"Генератор 4242.3771-03 МАЗ с двиг. ЯМЗ 236, 238 (ЕВРО-3) (5336) ВОЛНА",6540,
"Генератор 4235-1.3771 ПАЗ с дв.Д-245,260 14V 120А 1.4кВт, Радиоволна",15037,,"Генератор 4235-1.3771 ПАЗ с дв.Д-245,260 14V 120А 1.4кВт, Радиоволна без вывода под тахометр",5440,
"Генератор 322.3701 14/70 ЗИЛ-130,433360",15038,,"Генератор 322.3701 14/70 ЗИЛ-130,433360",5110,
"Генератор 32.3701 14/60 ЗИЛ-130,433360 (АТЭ-1)",15039,,"Генератор 32.3701 14/60 ЗИЛ-130,433360 (АТЭ-1)",4970,
"Генератор 3142.3771 (28В/90А) а/м Камского автозавода с двиг. -740.30, 740.31 (ЕВРО-2, ЕВРО-3) (поликлиновой шкив) (ПРАМО)",15041,,"Генератор 3142.3771 (28В/90А) Характеристики: Длина: 0.302 м Ширина: 0.222 м Высота: 0.192 м Вес: 9.93 кг Объем: 0.012872 кг Применение: автомобили Камского автозавода с двигателем -740.30, 740.31 (ЕВРО-2, ЕВРО-3) (поликлиновой шкив, крепление - резьба М8)",8200,
Генератор 3122.3771-01 (80А) для а/м Камского автозавода с двиг. 740-11246,15042,,Генератор 3122.3771-01 (80А) для а/м Камского автозавода с двиг. 740-11246,7210,
Генератор 3112.3771-01 а/м Маз с дв.ЯМЗ 7511.10 28/80,15043,,Генератор 3112.3771-01 а/м Маз с дв.ЯМЗ 7511.10 28/80,7290,
"Генератор 3032.3771 ПАЗ 3205, дв. ЗМЗ 5234.10 (14В. 110А)",15044,,"Генератор 3032.3771 ПАЗ 3205, дв. ЗМЗ 5234.10 (14В. 110А)",6810,
"Генератор 3002.3701 14/120 Газ 2705,2217,3102,3110,3302,УАЗ 'Симбир','Охотник',39095 ЗМЗ 406,405,409",15045,,"Генератор 3002.3701 14/120 Газ 2705,2217,3102,3110,3302,УАЗ 'Симбир','Охотник',39095 ЗМЗ 406,405,409",6190,
"Генератор 282.3771 Валдай дв. 245,7 (14/65) (аналог 1631, 4202)",15046,,"Генератор 282.3771 Валдай дв. 245,7 (14/65) (аналог 1631, 4202)",4720,
Генератор 28.3771( АТЭ -1) ПАЗ Д245 (14/80) (аналог 4201),15047,,Генератор 28.3771( АТЭ -1) ПАЗ Д245 (14/80) (аналог 4201),4560,
Генератор 28.3771 ПАЗ Д245 (14/80) (аналог 4201),15048,,Генератор 28.3771 ПАЗ Д245 (14/80) (аналог 4201),5200,
"Генератор 19.3771 ГАЗ 3102, 31029 , дв. ЗМЗ 4022,402,10).(65А)",15049,,"Генератор 19.3771 ГАЗ 3102, 31029 , дв. ЗМЗ 4022,402,10).(65А)",4500,
Генератор 1652.3701 ЗИЛ-5301 Бычок дв.245.1 2руч.,15050,,Генератор 1652.3701 ЗИЛ-5301 Бычок дв.245.1 2руч.,5380,
"Генератор 1621.3701000 ГАЗ-53-92, КАВЗ-3976-397601",15051,,"Генератор 1621.3701000 ГАЗ-53-92, КАВЗ-3976-397601",4340,
"Генератор 16.3771 65 А УАЗ 2206, 3151,3303,3741,3962,3909, с двиг. УМЗ 4178,4218 (АТЭ-1)",15052,,Генератор 16.3771 65 А.УАЗ с дв.УМЗ 4213 под щетки,4720,
"Генератор 1342.3771, 28В/65А, а/м ГАЗ-3308, 3309 с двигателем ММЗ Д-245 с регулировкой ""зима-лето"" (Аналог Г273В1) (Прамо)",15053,,"Генератор 1342.3771 (аналог 5101.3701; Г273В1) Характеристики: Габаритные размеры, мм: 250х200х150 Диаметр шкива, мм: 80 Изготовитель/Торговая марка: ПРАМО Мощность, Вт: 980 Направление вращения со стороны шкива: правое Напряжение, В: 28 Особенности: Регулировка ""зима-лето"" Расстояние между ручьями шкива: 17 Ток, А: 65 Шкив: 2 ручья Вес: 6,45 кг Описание: Генератор 1342.3771 предназначен для работы в качестве источника электрической энергии параллельно с аккумуляторной батареей в системе электрооборудования автомобилей ГАЗ-3308, 3309 с двигателями Д-245.7Е2-249, Д-245.7Е2-250, Д-245.7Е2-251, Д-245.7Е2-467",4750,
Генератор 3152.3771010-30 28В 80А ПРАМО,15054,,Генератор 3152.3771010-30 28В 80А ПРАМО,4890,
Генератор 5259577 / 0124555061 (28 В/72 А) BOSCH а/м Камского автозавода с двиг. Cummins ISBe,15056,,Генератор 5259577 / 0124555061 (28 В/72 А) BOSCH а/м Камского автозавода с двиг. Cummins ISBe,16450,
38.3778 Вентилятор охлаждения 12В ПРАМО,15057,,38.3778 Вентилятор охлаждения 12В ПРАМО,1840,
ЭМКТ - 24-4 ПЖД-30500-04,15058,,ЭМКТ - 24-4 ПЖД-30500-04,0,
"электробензонасос 50-1139010-04 с нар. крепл. Газель,Соболь(ЗМЗ 4062, 405) Пекар",15059,,"электробензонасос 50-1139010-04 с нар. крепл. Газель,Соболь(ЗМЗ 4062, 405) Пекар",2190,
"электробензонасос 50-1139010-01 с нар. крепл. 31029,3110,31105 (ЗМЗ 4062) Пекар",15060,,"электробензонасос 50-1139010-01 с нар. крепл. 31029,3110,31105 (ЗМЗ 4062) Пекар",2140,
Термостат 108-1306100-04 Пекар,15061,,Термостат 108-1306100-04 Пекар,250,
Термостат 107-1306100-04М Пекар,15062,,Термостат 107-1306100-04М Пекар,240,
"Ремкомплект №5 К151-984 'Волга', 'Газель' (выпуск после 1998 г.в.) с карбюраторами типа К151",15063,,"Ремкомплект №5 К151-984 'Волга', 'Газель' (выпуск после 1998 г.в.) с карбюраторами типа К151",250,
Ремкомплект №1 К151-980,15064,,Ремкомплект №1 К151-980,250,
Ремкомплект 900 - 980 к бензонас. типа 900,15065,,Ремкомплект 900 - 980 к бензонас. типа 900,390,
Ремкомплект 900 - 01 КУ к бензонасосу,15066,,Ремкомплект 900 - 01 КУ к бензонасосу,410,
Ремкомлект К65Ж-980 (Буран),15067,,Ремкомлект К65Ж-980 (Буран),0,
Ремкомлект К151 1107910 ПЕКАР,15068,,Ремкомлект К151 1107910,250,
Ремкомлект К135-980-11 а/м ГАЗ-53 ПАЗ ЗИЛ,15069,,Ремкомлект К135-980-11 а/м ГАЗ-53 ПАЗ ЗИЛ,260,
Ремкомлект К126 ГУ- 980 УАЗ,15070,,Ремкомлект К126 ГУ- 980 УАЗ,250,
"Ремкомлект №4 К151-983 Волга,Газель до 1998 К151",15071,,"Ремкомлект №4 К151-983 Волга,Газель до 1998 К151",250,
"Ремкомлект №3 К151-982 Волга,Газель до 1998 К151",15072,,"Ремкомлект №3 К151-982 Волга,Газель до 1998 К151",250,
"Ремкомлект №2 К151-981 Волга,Газель до 1998 К151",15073,,"Ремкомлект №2 К151-981 Волга,Газель до 1998 К151",250,
Ремкомлект 700 - 980 к бензонас. типа 700,15074,,Ремкомлект 700 - 980 к бензонас. типа 700,0,
"Ремень генератора зубчатый AVX-13х900 МАЗ, КрАЗ, К-701 Globelt/HANSE",15075,,"Ремень генератора зубчатый AVX-13х900 МАЗ, КрАЗ, К-701 Globelt/HANSE",1045,
"Насос бензиновый 51А-1106010 ГАЗ 51,52",15076,,"Насос бензиновый 51А-1106010 ГАЗ 51,52",1212,
"Насос бензин 902-01 ГАЗ,ПАЗ (дв.ЗМЗ и мод.) Газ53",15077,,"Насос бензин 902-01 ГАЗ,ПАЗ (дв.ЗМЗ и мод.) Газ53",980,
"Насос бензин 901-21Газель,Соболь(ЗМЗ 406)",15078,,"Насос бензин 901-21Газель,Соболь(ЗМЗ 406)",940,
"Насос бензин 901-01 Волга,Газель,Соболь,УАЗ (ЗМЗ 402)",15079,,"Насос бензин 901-01 Волга,Газель,Соболь,УАЗ (ЗМЗ 402)",920,
Насос бензин 701 ВАЗ 2101 - 2107,15080,,Насос бензин 701 ВАЗ 2101 - 2107,800,
"Насос бензин 700 ИЖ, АЗЛК",15081,,"Насос бензин 700 ИЖ, АЗЛК",760,
"Насос бензин 130, 131 механический ВЕБЕР",15082,,"Насос бензин 130, 131 механический ВЕБЕР",1040,
